people,人
aunt,阿姨
baby,宝宝
brother,兄弟
daughter,女儿
dentist,牙医
doctor,医生
father,爸爸
grandfather,外公
grandmother,外婆
husband,丈夫
mother,妈妈
nephew,外甥
niece,外甥女
nurse,护士
postman,邮递員
professor,教授
son,儿子
teacher,老师
uncle,叔叔
wife,太太
meat,肉
fat,肥
fish,鱼
chicken,鸡
egg,蛋
cow,奶牛
buffalo,水牛
milk,牛奶
horns,号角
tail,尾巴
goat,山羊
dog,狗
snake,蛇
snake,蛇
monkey,猴子
mosquito,蚊子
ant,蚂蚁
spider,蜘蛛
old,老的
new,新的
good,好的
bad,坏的
faulty,错的
wet,湿
wet,湿
dry,干
dry,干
long,长
short,短
hot,热的
cold,冷的
right,对的
left,左边
near,靠近
far,远
big,大
small,小
heavy,重
light,轻
above,上
below,下
white,白
thread,威胁
needle,针
cloth,布
ring,戒指
village,村
house,房
roof,房顶
door,门
firewood,爆竹
broom,扫帚
cement,水泥
masala,马萨拉
hammer,锤子
knife,刀
axe,斧
rope,绳子
sun,太阳
moon,月亮
star,星星
rain,雨
rain,雨
water,水
water,水
cloud,云
lighting,光
rainbow,彩虹
wind,风 
stone,石头 
path,路 
path,路 
sand,沙 
smoke,烟
ash,尘土
mud,泥土
dust,灰尘
dust,灰尘
gold,金
oil,油
salt,盐
Vegetarian,素食者
in,在..里
is,是
are,是
no,不
holding,抓着
gone,走了
and,和
ours,我们的
something,一些事
company,公司
happening,发生
was,过去是
given,给了
becoming,成为
becoming,成为
appearance,外貌
with,和
I,我
time,时间
what,什么
her own,她自己
happening,发生
type,类型
much,多
kind or type,类型
again,再
by,被
more,更多
be,成为
thus,这样
becoming,成为
were,过去是
his,他的
was,过去是
should,应该
day,天
but,但是
work,工作
am,是
are,是
sometime,有时候
etc,等等
people,人
here,这里
both,同样
nearby,靠近
there,那里
India,印度
taken,带走的
obtained,获取的
went,走了
seemed,似乎
other,其他
will be,将是
this,这个
country,国家
if,如果
name,名字
a year,一年
of this sort,这类
development,开发
own,自己
thus,这样
another,另一个
hand,手
language,语言
my,我的
I,我
you,你
middle,中间
big,大
person,人
theirs,他们的
took,带走
therefore,因此
three,三个
his,他的
thus,这样
special,特别的
big,大的
or,或者
tree,树
tree,树
leaf,叶子
root,根
thorn,刺
flower,花
fruit,水果
mango,芒果
banana,香蕉
wheat,麦子
 बाजरा,大麥
rice,米
potato,土豆
eggplant,茄子
groundnut,花生
chili,辣椒
turmeric,姜黃
garlic,大蒜
onion,洋蔥
cauliflower,菜花
cabbage,卷心菜
tomato,西紅柿
be,成爲
and,和
of,..的
a,一個
to,爲..
it,它
that,那
for,爲
you,你
he,他
with,和
on,在..上
do,做
say,說
this,這
they,他們
but,但是
we,我們
his,他的
from,从
not,不
she,她
or,或者
as,如
go,走
their,他们的
can,能够
who,谁
get,获得
if,如果
would,将会
her,她的
all,所有
make,做
about,关于
know,知道
will,将会
up,上
one,一个
year,年
so,所以
think,认为
when,当..时
which,哪个
them,他们
some,一些
me,我
people,人
take,拿走
out,出去
into,内
just,只是
see,看见
him,他
your,你的
come,来
could,可能会
now,现在
than,比
like,喜欢
other,其他
how,如何
then,然后
its,它的
our,我们的
two,2
these,這些
want,愿望
way,方式
look,看
first,第一
also,也
because,因为
use,使用
no,否
man,男人
find,发现
here,这里
thing,事件
give,给予
many,许多
well,好吧
only,仅
those,那 那 [na4]
tell,吩咐
very,非常
even,平 平 [ping2]
back,背部
any,any
woman,妇女
through,至
us,我们
life,生命
child,儿童
work,工作
down,反对
may,五月
after,之后
should,该
call,呼叫
world,世界
over,过度
school,学校
still,你还醒着
try,企图
last,最後一個
ask,要求
need,测量点
too,也
feel,感受
state,省
never,从不
become,变成
between,之间
high,高
really,确实
most,几乎
another,被顶次数：
much,很多
family,家庭
own,拥有
leave,离开
put,佩戴
while,当时
mean,平均值
keep,延續 延续 [yan2 xu4]
student,学生
why,为什么
let,讓 让 [rang4]
great,大
same,相同
group,分组
begin,开始
seem,瞅 瞅 [chou3]
help,帮助
talk,谈话
where,其中
turn,转动
problem,问题
every,每次
start,开始
might,力量
American,美国
show,显示
part,部位
against,靠
place,地点
such,这样
few,少数
case,案例
week,周
company,company
system,系统
each,个
right,右对齐
program,非常类似
hear,聆 聆 [ling2]
question,问题
during,在﹍期間 在﹍期间 [zai4 qi2 jian1]
play,播放
government,政府
run,跑步
number,数字
off,关
always,总是
move,移动
night,晚
live,直播
Mr,先生
point,點
believe,相信
hold,具有
today,今天
bring,帶到
happen,發生
next,下一页
without,没有
before,之前
large,大
million,百万
must,必
home,首页
under,下方
room,房间
write,写入
mother,母亲
area,区域
national,国家层面
money,包子
story,评价
young,年轻的
fact,事实
month,月
different,不同的
lot,批次
study,報 报 [bao4]
book,书
eye,眼睛
job,job
word,单词
though,偉大的。
business,商务
issue,问题　
side,边
kind,种类
four,4
head,头
long,长按
both,两者
little,小
yes,是
since,自
provide,提供
service,服务
around,大约
friend,朋友
important,重要的
father,父亲
sit,坐
away,客场
until,直到
power,功率
hour,Heure
game,遊戲
often,常常
yet,仍然
line,线
political,政治
end,结束
among,中 中 [zhong1]
ever,总是
stand,站立
bad,不好
lose,减少
however,仍然
member,11年。
pay,付款
law,法律
meet,会晤
car,車
city,城市
almost,几乎
include,包含
continue,繼續
set,设置
later,等一下
community,社区
five,5
once,一次
white,白色
least,最小
president,总统
learn,了解
real,實
change,修改
team,團隊
minute,分钟
best,最佳
several,多个
idea,主意
kid,山羊羔
body,body
information,訊息
nothing,没有
ago,前
lead,线索
social,社会
understand,了解
whether,是否 [shi4 fou3]
watch,更
together,一起
follow,follow
parent,父母
stop,停止
face,脸
anything,过
create,创建
public,公共
already,已经
speak,谈话
others,其他人
read,阅读
level,级别
allow,允许
add,添加
office,办公室
spend,度过
health,健康
person,人
art,艺术
sure,一定
war,战争
history,历史
party,一方；当事人
within,距離介於
grow,增長
result,結果
open,打开
morning,早上
walk,走
reason,原因
low,低
win,贏
research,开发研究
girl,女孩
guy,小伙子
early,早的
food,食品
moment,瞬间
himself,他自己
air,空气
teacher,帥
force,力
offer,裁判
enough,足够
education,教育背景
across,穿越
although,雖 虽 [sui1]
remember,切勿大意
foot,腳
second,第二
boy,男孩
maybe,大概
toward,正向
able,能够的
age,年份
policy,政策
everything,一切
love,爱
process,进程
music,音乐
including,包括
consider,考虑
appear,表面
actually,真实地
buy,買
probably,可能会
human,ik88tv爱看88tv首页
wait,稍候
serve,服
market,市场
die,卒 卒 [zu2]
send,发送
expect,等
sense,感受 感受 [gan3 shou4]
build,建造
stay,延缓审理
fall,瀑布
oh,OH
nation,国家
plan,计划
cut,切割
college,学院
interest,兴趣
death,死亡
course,course
someone,人
experience,经验
behind,后面
reach,範圍 范围 [fan4 wei2]
local,地方层面
kill,杀
six,6
remain,保持
effect,效果
yeah,是的。
suggest,建议
class,类
control,控制
raise,举起
care,关照
perhaps,大概
late,最新
hard,困難
field,字段
else,其它
pass,通过
former,曾用名
sell,销售
major,大
sometimes,有时
require,要求
along,沿
development,发展
themselves,他们自己
report,报告
role,角色
better,较好
economic,经济
effort,努力
decide,作主 作主 [zuo4 zhu3]
rate,评分
strong,粗體強調
possible,可能
heart,心
drug,药物
leader,領導人 领导人 [ling3 dao3 ren2]
light,白
voice,语音
wife,妻子
whole,全 全 [quan2]
police,警察
mind,思想
finally,最后
pull,拉取
return,(传票等的)交还，送回；宣布(判决等)；汇报书、报告
free,剩余
military,军事
price,價格
less,收起
according,據
decision,法律判决
explain,說明
son,儿子
hope,希望
develop,火車 火车 [huo3 che1]
view,更多
relationship,关联
carry,携带
town,城镇
road,馬路
drive,駕駛
arm,臂膀
true,对
federal,联邦
break,打断
difference,差异
thank,谢谢
receive,收到
value,值
international,國際的
building,建造
action,动作
model,模型
join,加入
season,四季
society,党
tax,稅
director,管理员
position,右
player,參與者
agree,同意
especially,尤其
record,庭审记录
pick,选择
wear,穿 穿 [chuan1]
paper,纸
special,特色
space,空间
ground,土地
form,形式
support,支持
event,事件
official,官方
whose,誰的
matter,問題
everyone,大家 大家 [da4 jia1]
center,居中
couple,成对
site,站点
project,專案
hit,法穿
base,基底
activity,活动
star,星
table,表樣式格
court,法庭 法庭 [fa3 ting2]
produce,產品 产品 [can3 pin3]
eat,吃
teach,讲授
half,半场
situation,状况
easy,简单
cost,成本
industry,工业
figure,图
street,街名
image,Taille de l’image à la Une
itself,它自身
phone,电话
either,？？
data,数据
cover,覆盖
quite,相當
picture,图片
clear,明确
practice,实践
piece,一块
land,地面
recent,最新
describe,形容 形容 [xing2 rong2]
product,产品
doctor,医生
wall,墙壁
patient,患者
worker,工人
news,新闻
test,测试
movie,电影
certain,確定
north,北
personal,个人
simply,仅仅
third,第三
technology,technology技术
catch,捕捉
step,步长
baby,婴儿
computer,计算机
type,类型
attention,关注
draw,平
film,短片
Republican,共和政體
source,来源
nearly,几乎
organization,组织
choose,选择
cause,起因；原因；案件；诉讼事由；案由；主张；诉求
hair,头发
century,世纪
evidence,证据；证词
window,窗口
difficult,困難
listen,心 心 [xin1]
soon,不久
culture,文化
billion,十億
chance,机会
brother,兄弟
energy,节能
period,从其他站点选择或上传图像或写入URL用于视差背景
summer,夏天
realize,实现
hundred,百
available,可获取
plant,植物
likely,可能
opportunity,机会
term,项目
letter,字母
condition,condition.
choice,選項
single,單行間距
rule,规则
daughter,女儿
administration,管理安排
south,南
husband,丈夫
Congress,AHA大会
floor,地板 地板 [di4 ban3]
campaign,|Please, specify two different languages|
material,材料
population,人口
economy,经济
medical,医学的
hospital,医院
church,教堂
close,关闭
thousand,千
risk,风险
current,当前
future,未来
wrong,錯
involve,要求
defense,護甲
anyone,任何人
increase,增加
security,安全
bank,组
myself,自理
certainly,一定
west,西
sport,运动
board,纸板
seek,企图
per,每
subject,主题
officer,警察
private,私有的
rest,自动停止(对案件等)提供证据(或辩论)
behavior,行为
deal,发牌
performance,表现
fight, 交战
throw,扔
top,最佳
quickly,快点！
past,过去
goal,目標
bed,房間
order,訂單
author,博主
fill,填充
represent,代表
focus,焦点
foreign,外國的
drop,滴
blood,血
upon,上
agency,法儿 
push,推送
nature,自然
color,颜色
recently,最近
store,商店
reduce,减仓
sound,声音
note,备注
fine,罚金
near,附近
movement,运动
page,页
enter,进 
share,分享好友
common,通用
poor,糟糕
natural,天然的
race,比賽
concern,涉及的
series,系列
significant,不显著
similar,类似
language,語言
usually,風俗
response,相应
dead,死亡
rise,上升
animal,动物
factor,因子
decade,十年
article,文章
shoot,射击
east,東
save,保存设置
seven,7
artist,艺术家
scene,我们应该尊重文化的多样性
stock,存货
career,职业
despite,儘管 尽管 [jin3 guan3]
central,中央
eight,8
thus,因此
treatment,处理
beyond,Beyond
happy,快乐
exactly,正好
protect,保护
approach,方法
lie,謊話
size,大小
fund,网络
serious,重度
occur,發生
media,媒体
ready,就绪
sign,标识
thought,想法
list,列表
individual,人
simple,简单
quality,quality取决于表面质量
pressure,压力
accept,拒绝
answer,答案
resource,资源
identify,识别
left,左对齐
meeting,会议
determine,作主 作主 [zuo4 zhu3]
prepare,准备
disease,瘥
whatever,隨你
success,成功
argue,辯 辩 [bian4]
cup,杯子
particularly,尤其
amount,量
ability,能力
staff,员工
recognize,認識
indicate,表明
character,字符
growth,增长
loss,丢失
degree,学位
wonder,奇迹
attack,攻擊
herself,她自己
region,地区
television,电视
box,盒
TV,TV
training,培训
pretty,bublefish
trade,交易
election,选举
everybody,大家
physical,身体的
lay,安放
general,一般
feeling,感覺
standard,5
bill,法案
message,訊息
fail,失敗
outside,外部
arrive,到达
analysis,分析
benefit,贴图
sex,性
forward,在前
lawyer,律师
present,电压。
section,部分
environmental,環境
glass,玻璃
skill,技能
sister,姐妹，姊妹
PM,下午
professor,教授
operation,操作
financial,财政的
crime,刑事犯罪
stage,阶段
ok,确认
compare,对比
authority,大權 大权 [da4 quan2]
design,设计
sort,排序
act,合同
ten,10
knowledge,知識
gun,抢
station,車站
strategy,策略
clearly,Clear
discuss,讨论
indeed,Indeed
truth,真理
song,歌
example,例
democratic,民主
check,检查
environment,环境
leg,腿
dark,黑
various,其他各种
rather,宁
laugh,笑
guess,猜
executive,执行的
prove,证明
hang,挂
entire,整个网站
rock,岩石
forget,忘记 
claim,声称
remove,﻿Supprimer
manager,经理人
enjoy,享受
network,网络
legal,法律
religious,宗教
cold,冷
final,终端
main,主要
science,科学
green,绿色
memory,記憶庫
card,卡片
seat,座位
cell,單元格
establish,建立
nice,很好
trial,试用
expert,专家
spring,春天
firm,公司
Democrat,民主派
radio,radio
visit,访问
management,管理
avoid,避开
imagine,想像
tonight,今晚 (jīnwǎn)
huge,巨大的
ball,球
finish,结束
yourself,您自己
theory,理论
impact,波及 波及 [bo1 ji2]
respond,回答
statement,说法
maintain,维护
charge,指控、对陪审团适用法律的指导
popular,受欢迎的
traditional,傳統
onto,发布在
reveal,展示
direction,方向
weapon,武器
employee,员工
cultural,文化
contain,包含
peace,和平
pain,痛苦
apply,应用更改
measure,测量
wide,宽
shake,晃动
fly,苍蝇
interview,采访
manage,管理
chair,椅子
particular,特殊
camera,相机
structure,结构
politics,us
perform,執行
bit,bit
weight,体重
suddenly,突然 
discover,发现
candidate,求职者
production,生产
treat,对待
trip,期间
evening,傍晚
affect,影响
inside,内部
conference,會議
unit,单元
style,风格
adult,成人
worry,擔心
range,区域
mention,援引
deep,深度
edge,边缘
specific,特定的
writer,作家
trouble,问题
necessary,必须的
throughout,始终
challenge,要求陪审员回避、质问
fear,恐惧
shoulder,肩
institution,机构
sea,大海
dream,夢
bar,酒吧
beautiful,美丽
property,房源
instead,相反
improve,改善 改善 [gai3 shan4]
stuff,材料
detail,细节
method,方法
somebody,人
magazine,杂志
hotel,酒店
soldier,士兵
reflect,反映
sexual,性
bag,袋子
heat,热气
marriage,婚姻
tough,tough
sing,唱歌
surface,表面
purpose,功能
exist,存在
pattern,调色板
whom,谁
skin,皮肤
agent,房产代理
owner,Owner
machine,机器
gas,天然气
ahead,先
generation,代
commercial,商业
address,地址
cancer,巨蟹座
item,項目
reality,現實
coach,公共汽车
yard,码
beat,打
violence,暴力
total,总计
tend,趋向
investment,投资
discussion,评论
finger,指头
garden,花园
notice,通知；通知书
collection,产品系列
modern,现代
task,任务
partner,合作伙伴
positive,正数
civil,民法
consumer,消费者
budget,的%
wish,愿望
painting,涂漆
scientist,科学家
safe,保险箱 保险箱 [bao3 xian3 xiang1]
agreement,协议
capital,柱头
mouth,嘴巴
nor,也不 也不 [ye3 bu4]
victim,受害者
newspaper,报纸
threat,威胁
responsibility,可靠性
smile,微笑
attorney,律师
score,得分
account,账户
interesting,有趣 
audience,人群分类
rich,富文本编辑器
dinner,晚餐
vote,投票
western,西方的
relate,关联
travel,旅行
debate,辩
prevent,防止
citizen,公民
majority,多数
none,无
front,前面
born,出生
admit,承認
senior,高級
assume,假設
wind,風
key,秘钥
professional,专业的
mission,使命
fast,快速
alone,寂寞
customer,客户
suffer,受苦
speech,语言
successful,成功
option,选项
participant,竞赛者
southern,南方的
fresh,馥蕾诗
eventually,终于
forest,森林
video,状态
global,全域
Senate,参议院
reform,C改造
access,配置權限
restaurant,餐馆
judge,法官；法官制定的
publish,发布
relation,親 亲 [qin1]
release,释放
bird,鸟
opinion,意见
credit,余额
critical,critical
corner,角
concerned,关心
recall,回顾
version,版本
stare,盯
safety,安全
effective,高效
neighborhood,附近
original,原版
troop,兵種類型
income,收入
directly,直接地
hurt,伤
species,产品种类
immediately,立即
track,轨道
basic,基本
strike,射门
freedom,自由
absolutely,没错。
plane,飞机
nobody,都不可以
achieve,實現
object,物体
attitude,态度
labor,苦工
refer,援引
concept,概念
client,客户端
powerful,權力
perfect,非常好
nine,9
therefore,因此
conduct,带领
announce,宣布 宣布 [xuan1 bu4]
conversation,意见
examine,试
touch,觸
please,请
attend,加入
completely,完全隐藏
variety,多样
sleep,睡觉
involved,相关参与者
investigation,调查
nuclear,核
researcher,研究員
press,媒体
conflict,衝突
spirit,spirit
replace,替代
British,英国
encourage,助長 助长 [zhu4 zhang3]
argument,自变量
camp,營
brain,脑
feature,特征
afternoon,下午
weekend,周末
dozen,打
possibility,可能性
insurance,保险
department,部分
battle,战役
beginning,源
date,日期
generally,通常
African,非洲人
sorry,抱歉。
crisis,危机
complete,完成
fan,风扇
stick,手杖
define,机器学习定义和原理
easily,加州淘金夢
hole,孔
element,元素
vision,愿景
status,状态
normal,
Chinese,
ship,
solution,
slowly,
scale,
university,
introduce,
driver,
attempt,
park,
spot,
lack,
ice,
boat,
drink,
distance,
wood,
handle,
truck,
mountain,
survey,
supposed,
tradition,
winter,
village,
Soviet,
refuse,
sales,
roll,
communication,
screen,
gain,
resident,
hide,
club,
farm,
potential,
European,
presence,
independent,
district,
shape,
reader,
Ms,
contract,
crowd,
Christian,
express,
apartment,
willing,
strength,
previous,
band,
obviously,
interested,
target,
prison,
ride,
guard,
terms,
demand,
reporter,
deliver,
text,
tool,
wild,
vehicle,
observe,
flight,
facility,
understanding,
average,
emerge,
advantage,
quick,
leadership,
earn,
pound,
basis,
bright,
operate,
guest,
sample,
contribution,
tiny,
block,
protection,
settle,
feed,
collect,
additional,
highly,
identity,
title,
mostly,
lesson,
faith,
promote,
living,
count,
unless,
marry,
tomorrow,
technique,
path,
ear,
shop,
folk,
principle,
survive,
lift,
border,
competition,
jump,
gather,
limit,
fit,
cry,
equipment,
worth,
associate,
critic,
warm,
aspect,
insist,
failure,
annual,
French,
Christmas,
comment,
responsible,
affair,
procedure,
regular,
spread,
chairman,
baseball,
soft,
ignore,
egg,
belief,
demonstrate,
anybody,
murder,
gift,
religion,
review,
editor,
engage,
coffee,
document,
speed,
cross,
influence,
anyway,
threaten,
commit,
female,
youth,
wave,
afraid,
quarter,
background,
native,
broad,
wonderful,
deny,
apparently,
slightly,
reaction,
twice,
suit,
perspective,
growing,
blow,
construction,
intelligence,
destroy,
cook,
connection,
burn,
shoe,
grade,
context,
committee,
mistake,
location,
clothes,
Indian,
quiet,
promise,
aware,
neighbor,
function,
bone,
active,
extend,
chief,
combine,
wine,
cool,
voter,
learning,
bus,
hell,
dangerous,
remind,
moral,
United,
category,
relatively,
victory,
academic,
Internet,
healthy,
negative,
following,
historical,
medicine,
tour,
depend,
photo,
finding,
grab,
direct,
classroom,
contact,
justice,
participate,
daily,
fair,
pair,
famous,
exercise,
knee,
tape,
hire,
familiar,
appropriate,
supply,
fully,
actor,
birth,
search,
tie,
democracy,
eastern,
primary,
yesterday,
circle,
device,
progress,
bottom,
island,
exchange,
clean,
studio,
train,
lady,
colleague,
application,
neck,
lean,
damage,
plastic,
tall,
plate,
hate,
otherwise,
writing,
male,
alive,
expression,
football,
intend,
chicken,
army,
abuse,
theater,
shut,
map,
extra,
session,
danger,
welcome,
domestic,
lots,
literature,
rain,
desire,
assessment,
injury,
respect,
northern,
nod,
paint,
fuel,
dry,
Russian,
instruction,
pool,
climb,
sweet,
engine,
fourth,
expand,
importance,
metal,
fat,
ticket,
software,
disappear,
corporate,
strange,
lip,
reading,
urban,
mental,
increasingly,
lunch,
educational,
somewhere,
farmer,
sugar,
planet,
favorite,
explore,
obtain,
enemy,
greatest,
complex,
surround,
athlete,
invite,
repeat,
carefully,
soul,
scientific,
impossible,
panel,
meaning,
mom,
married,
instrument,
predict,
weather,
presidential,
emotional,
commitment,
Supreme,
bear,
pocket,
thin,
temperature,
surprise,
poll,
proposal,
consequence,
breath,
sight,
balance,
adopt,
minority,
straight,
connect,
works,
teaching,
belong,
aid,
advice,
okay,
photograph,
empty,
regional,
trail,
novel,
code,
somehow,
organize,
jury,
breast,
Iraqi,
acknowledge,
theme,
storm,
union,
desk,
thanks,
expensive,
conclusion,
prime,
shadow,
struggle,
conclude,
analyst,
dance,
regulation,
being,
largely,
shift,
revenue,
mark,
locate,
appearance,
package,
difficulty,
bridge,
recommend,
obvious,
basically,
email,
generate,
anymore,
propose,
thinking,
possibly,
trend,
visitor,
loan,
currently,
comfortable,
investor,
profit,
angry,
crew,
accident,
meal,
hearing,
traffic,
muscle,
notion,
capture,
prefer,
truly,
earth,
Japanese,
chest,
thick,
cash,
museum,
beauty,
emergency,
unique,
internal,
ethnic,
link,
stress,
content,
select,
root,
nose,
declare,
appreciate,
actual,
bottle,
hardly,
setting,
launch,
file,
sick,
outcome,
ad,
defend,
duty,
sheet,
ought,
ensure,
Catholic,
extremely,
extent,
component,
mix,
longterm,
slow,
contrast,
zone,
wake,
airport,
brown,
shirt,
pilot,
warn,
ultimately,
cat,
contribution,
capacity,
ourselves,
estate,
guide,
circumstance,
snow,
English,
politician,
steal,
pursue,
slip,
percentage,
meat,
funny,
neither,
soil,
surgery,
Jewish,
blame,
estimate,
due,
basketball,
golf,
investigate,
crazy,
significantly,
chain,
branch,
combination,
frequently,
governor,
relief,
user,
dad,
kick,
manner,
ancient,
silence,
rating,
golden,
motion,
German,
gender,
solve,
fee,
landscape,
used,
bowl,
equal,
forth,
frame,
typical,
except,
conservative,
eliminate,
host,
hall,
trust,
ocean,
row,
producer,
afford,
meanwhile,
regime,
division,
confirm,
fix,
appeal,
mirror,
tooth,
length,
entirely,
rely,
topic,
complain,
variable,
telephone,
perception,
attract,
confidence,
bedroom,
secret,
debt,
rare,
tank,
nurse,
coverage,
opposition,
aside,
anywhere,
bond,
pleasure,
master,
era,
requirement,
fun,
expectation,
wing,
separate,
somewhat,
pour,
stir,
judgment,
beer,
reference,
tear,
doubt,
grant,
seriously,
minister,
totally,
hero,
industrial,
stretch,
winner,
volume,
seed,
surprised,
fashion,
busy,
intervention,
copy,
tip,
cheap,
aim,
cite,
welfare,
vegetable,
gray,
dish,
beach,
improvement,
everywhere,
opening,
overall,
divide,
initial,
terrible,
oppose,
contemporary,
route,
multiple,
essential,
league,
criminal,
careful,
core,
upper,
rush,
necessarily,
specifically,
tired,
employ,
holiday,
vast,
resolution,
household,
fewer,
abortion,
apart,
witness,
match,
barely,
sector,
representative,
beneath,
beside,
incident,
limited,
proud,
flow,
faculty,
increased,
waste,
merely,
mass,
emphasize,
experiment,
definitely,
bomb,
enormous,
tone,
liberal,
massive,
engineer,
wheel,
decline,
invest,
cable,
towards,
expose,
rural,
Jew,
narrow,
cream,
secretary,
gate,
solid,
hill,
typically,
noise,
grass,
unfortunately,
hat,
legislation,
succeed,
celebrate,
achievement,
fishing,
accuse,
useful,
reject,
talent,
taste,
characteristic,
escape,
cast,
sentence,
unusual,
closely,
convince,
height,
physician,
assess,
plenty,
virtually,
addition,
sharp,
creative,
lower,
approve,
explanation,
gay,
campus,
proper,
guilty,
acquire,
compete,
technical,
plus,
immigrant,
weak,
illegal,
hi,
alternative,
interaction,
column,
personality,
signal,
curriculum,
honor,
passenger,
assistance,
forever,
regard,
Israeli,
association,
twenty,
knock,
wrap,
lab,
display,
criticism,
asset,
depression,
spiritual,
musical,
journalist,
prayer,
suspect,
scholar,
warning,
climate,
cheese,
observation,
childhood,
payment,
sir,
permit,
cigarette,
definition,
priority,
bread,
creation,
graduate,
request,
emotion,
scream,
dramatic,
universe,
gap,
excellent,
deeply,
prosecutor,
lucky,
drag,
airline,
library,
agenda,
recover,
factory,
selection,
primarily,
unable,
expense,
initiative,
diet,
arrest,
funding,
therapy,
wash,
schedule,
sad,
brief,
housing,
post,
purchase,
existing,
steel,
regarding,
shout,
remaining,
visual,
fairly,
chip,
violent,
silent,
suppose,
self,
bike,
tea,
perceive,
comparison,
settlement,
layer,
planning,
description,
slide,
widely,
wedding,
inform,
portion,
territory,
immediate,
opponent,
abandon,
lake,
transform,
tension,
leading,
bother,
consist,
alcohol,
enable,
bend,
saving,
desert,
shall,
error,
cop,
Arab,
double,
Spanish,
print,
preserve,
passage,
formal,
transition,
existence,
album,
participation,
arrange,
atmosphere,
joint,
reply,
cycle,
opposite,
lock,
deserve,
consistent,
resistance,
discovery,
exposure,
pose,
stream,
sale,
pot,
grand,
mine,
hello,
coalition,
tale,
resolve,
racial,
phase,
joke,
coat,
Mexican,
symptom,
manufacturer,
philosophy,
foundation,
quote,
online,
negotiation,
urge,
occasion,
dust,
breathe,
elect,
investigator,
jacket,
glad,
ordinary,
reduction,
rarely,
pack,
suicide,
numerous,
substance,
discipline,
elsewhere,
iron,
practical,
moreover,
passion,
volunteer,
implement,
essentially,
gene,
enforcement,
vs,
sauce,
independence,
marketing,
priest,
amazing,
